0,0,1391148,0,"Good day, everyone. We will now begin our conference. I would like to turn the conference over to our moderator, Mr. SY Chung of Daiwa Capital Markets Korea.",0,0,157,,,,,,,,
1,1,1391148,1,"Good evening. This is SY Chung, the Korea auto analyst from Daiwa Capital Markets. Basically, Hyundai Motor Co. reported its first K-IFRS results yesterday, which we think was pretty superb. Let's hear more about it from Hyundai Motor Co. and let me hand this over to Mr. Kang at Hyundai Motor Co. Mr. Kang?",0,1,307,,,,,,,,
2,2,1391148,2,"Hi. First of all, thank you very much for joining us today for our Conference Call of 2011 Business Result of Hyundai Motor Co. So, this presentation will be begin with a brief explanation of those results of 2011 first quarter. And after that, I will go on more details of business results.",0,2,291,,,,,,,,
3,2,1391148,2,"So, let me start with Page number 5, the sales summary. The total global retail sales volume in first quarter 2011 increased by 10% against last year's first quarter. And the total sales recorded 914,000 units. And in domestic markets the number of unit sales slightly decreased by 0.8% due to high base effect from last year's remarkable growth.",1,3,346,,,,,,,,
4,2,1391148,2,"And in overseas market, the sales there increased by 12.8% to 747,000 units. And the increase reflected improvement of brand value and the product's strength. And while the sales growth in U.S. market and Chinese market led the overseas growth, our sales in rest of the other markets also increased by 4.7% and despite the unstable situation in Middle East and Africa.",2,4,368,,,,,,,,
5,2,1391148,2,"And I'm going to move to the next page, the sales results by key region. Despite introduction of a new Grandeur and new Accent in first quarter, the Korean market slightly decreased by 0.8% due to keen competitions in the market, and the total sales in Korean market was 167,000 units. And however, thanks to newly launched Grandeur, we are enjoying our strong growth in large car segment sales. And our large car segment sales increased 60% against last year and which will likely to improve our profitability with favorable product mix.",3,5,538,,,,,,,,
6,2,1391148,2,"So in U.S. market, the sales volume increased dynamically. The YF Sonata continually experiencing a high level of customer demand. And together with Elantra's successful launch, our sales volume in U.S. market increased 27.9% to 143,000 units. And also the market share expanded to 4.7%.",4,6,287,,,,,,,,
7,2,1391148,2,"And also in recent VDS study from J.D. Power, we ranked number three among non-luxury brand, and the ranking number three was the highest rank we ever received. Such enhancement reflect to our value pricing strategy with strong product competitiveness. And also, our sales is continually increasing even with the lowest level of incentive spending. Our incentive spending in 2011 first quarter was US$1,117 per unit which was the lowest in the industry.",5,7,453,,,,,,,,
8,2,1391148,2,"And in Europe, despite of demand contraction in first quarter, the sales of ix20 and ix35 has increased and expanded the market share in MPV and SUV segments.",6,8,158,,,,,,,,
9,2,1391148,2,"Please move on to our next page. Page 7 covers wholesale of our each plant. The total sales recorded 919,000 units which was 9.2% increase from last year. And domestic production and sales was increased by 3.3% to 411,000 units. And overseas production and sales was increased 14.4% to 509,000 units which was supported by new Russia plant began in operation.",7,9,359,,,,,,,,
10,2,1391148,2,"In sales mix by segments on the right side of the page, the high oil price has increased the demand of small and fuel-efficient cars which led our total sales growth. The mix proportion by segments remained similar to previous year.",8,10,232,,,,,,,,
